name,ratings,date,comment,search,keyword
 이형수 ,5,1일 전,맛있는 빵들이 너무 많네요 매장도 깔끔하고 시 명성 높은 성심당입니다,성심당DCC점,sungsimdang_bakery
 곽웅기 ,5,1일 전,자개 테이블에게 먹는 팥빙수의 맛,성심당DCC점,sungsimdang_bakery
 Producer dk ,5,2일 전,맛있다 근데 일요일 줄 너무 길어,성심당DCC점,sungsimdang_bakery
 Seok-hwan Lee ,5,2일 전,사람이 정말 많아요,성심당DCC점,sungsimdang_bakery
 정하나 ,5,2일 전,진짜 사람 많네요,성심당DCC점,sungsimdang_bakery
 규동 ,3,3일 전,본점 하고 맛이 다름,성심당DCC점,sungsimdang_bakery
 파리망고 ,4,3일 전,좋긴 하지만 사람들이 많다는 점,성심당DCC점,sungsimdang_bakery
 Siliwangi ,4,4일 전,사람이 너무 많아 이 빵도 가격대가 좀 있네요,성심당DCC점,sungsimdang_bakery
 조민호 ,4,6일 전,본점 대비 주차하기 좋고 덜 붐벼 좋아요,성심당DCC점,sungsimdang_bakery
 전경석 ,5,6일 전,카이스트에서 가깝고 빵 맛도 좋고 직분들도 친절하고 좋네요,성심당DCC점,sungsimdang_bakery
 HL PARK ,5,1주 전,빵이 맛있네요,성심당DCC점,sungsimdang_bakery
 오영태 ,4,1주 전,빵과 케이크를 구입할 수 있는 간이 나눠져 있어 필요에 따라 효율적으로 구입 가능합니다 반대로 둘 다 구입하려면 불편할 수도 바로 옆에 있음 포인트 적립 가능 층 섭 춰가 가능한 곳 있으며 매장 내 카페도 같이 있음,성심당DCC점,sungsimdang_bakery
 Paul Wone ,5,1주 전,대전 성심당 지점 중에서 다양한 빵이 많고 카페가 있고 케이크도 있는 큰 지점입니다 기본적으로 유명한 튀소 외에도 맛있는 빵이 많이 있습니다,성심당DCC점,sungsimdang_bakery
 김영식 ,5,1주 전,맛있네요,성심당DCC점,sungsimdang_bakery
 노ᄒ ,5,1주 전,여기도 이 사람이 몰리네요,성심당DCC점,sungsimdang_bakery
 김지연 ,5,1주 전,너무나 사랑하는 성심당 아무쪼록 창해주세 이 빵 맛나,성심당DCC점,sungsimdang_bakery
 이영애 ,3,1주 전,대전 광시 유성구 성심당 지인 심방 맛이랄까요 튀김 곰보빵이 커 요단 팥빵엔 단팥이 듬뿍 들어가요 야채빵 도 맛있어 요지 주민들이 즐겨 찾아 국내외 관광객도 한쯤은 찾게 되는 맛 집으로 선정되어 좋아요,성심당DCC점,sungsimdang_bakery
 daehyun woo ,4,1주 전,은행동 본점보다는 작아 요 주차나 교통은 한산해서 좋았어요,성심당DCC점,sungsimdang_bakery
 박선아 ,5,1주 전,찹쌀떡 찹쌀떡 식빵을 좋아해서 자주 가는 지점입니다 빵 맛도 좋고 직분들 친절하십니다 다만 한 가지 아쉬운 점은 계산대 앞쪽 빵 전시해두는 곳 높이가 낮은 편이라 아가들이 빵을 손으로 만지네요 물론 대부분 부모님들이 보시면 사가시지만 안 그런 경우도 있는 것 같아요 그 부분 빼고는 좋습니다,성심당DCC점,sungsimdang_bakery
 Jin. H Bae ,5,1주 전,맛있는 빵들,성심당DCC점,sungsimdang_bakery
 Oliver SIM ,5,1주 전,개인적으로 대전 성심당 지점 중에 일 괜찮다고 생각됨 직들도 친절하고 주차 간도 있고 백화점 내 성심당은 이러나저러나 손님들 많으니 불친절 함대 전 사내 지점은 사람이 너무 많아 대기시간 이 상당함,성심당DCC점,sungsimdang_bakery
 Jeonghwan Hwang ,5,2주 전,넘버 빵집 여기서 쌓은 포인트만 만점이 넘어가는 듯,성심당DCC점,sungsimdang_bakery
 옥이김 ,5,2주 전,오층에서 빵을 사고층 카페에서 커피와 함께 즐거운 시간 보냈어요,성심당DCC점,sungsimdang_bakery
 NurIsaac Park ,5,2주 전,너무 좋은데 사람이 너무 많아 요 오늘은 여명이 계산대 앞에 줄 서 있었음,성심당DCC점,sungsimdang_bakery
 심재운 ,5,2주 전,사람이 너무 많아 너무 오래 기다렸습니다 손님이 많아 좋긴 하데 덜 기다렸으면 좋겠습니다 그리고 곰보빵은 시간분 후에 구매가 가능하다는 안내가 있어 실망했습니다,성심당DCC점,sungsimdang_bakery
 노영주 ,4,2주 전,빵 종류가 정말 다양해요 대기시간 길어서 별 하나 빼고요,성심당DCC점,sungsimdang_bakery
 DK Anselmo ,5,2주 전,맨날 감,성심당DCC점,sungsimdang_bakery
 BooM ,5,2주 전,언니 최고,성심당DCC점,sungsimdang_bakery
 잘난서방 ,4,2주 전,굿,성심당DCC점,sungsimdang_bakery
 윤상호 ,5,2주 전,구존 맛,성심당DCC점,sungsimdang_bakery
 이경재 ,4,2주 전,본점 안 가도 될 만큼 맛은 똑같음 튀소가 유명세 막 타기 시작할 무렵엔 디저트 종류도 적었고 옛날 빵들 중에도 특이해서 인기가 많았지만 요즘은 워낙 먹거리가 넘치다 보니 기름지고 달달한 빵 그 이상도 이하도 아닌 약간 평범한 디저트로 느껴짐 그래도 이 집만의 독특함이 있기에 대전에 왔다면 가볼 만한 듯,성심당DCC점,sungsimdang_bakery
 이민욱 ,4,2주 전,성심당은 본점과 롯데백점이 더 좋았다고 봐,성심당DCC점,sungsimdang_bakery
 Hs jeong ,4,2주 전,빵들이 엄청 많아 요 맛있는 빵 종류별로 눈 돌아가요,성심당DCC점,sungsimdang_bakery
 리하쫄 ,5,3주 전,빵 다 맛있어요,성심당DCC점,sungsimdang_bakery
 John Kang ,5,3주 전,나는 항상 신선한 빵을 판매하기 때에 이 빵집을 매우 좋아합니다 튀긴 빵으로 유명합니다,성심당DCC점,sungsimdang_bakery
 김혜림 ,5,3주 전,맛있고 좋다 빵 못지않게 커피가 맛있다,성심당DCC점,sungsimdang_bakery
 김동민 ,5,3주 전,빵들이 전부 맛있어요,성심당DCC점,sungsimdang_bakery
 조재현 ,5,3주 전,짱,성심당DCC점,sungsimdang_bakery
 박정현 ,4,4주 전,사람 많으니,성심당DCC점,sungsimdang_bakery
 신민석 ,5,4주 전,빵이 아주 맛있음,성심당DCC점,sungsimdang_bakery
 YG Real ,5,4주 전,성심당은 진리임,성심당DCC점,sungsimdang_bakery
 이시연 ,3,1달 전,장소가 너무 협소합니다 사람은 늘 많네요,성심당DCC점,sungsimdang_bakery
 서경덕 ,5,1달 전,성심 당굿,성심당DCC점,sungsimdang_bakery
 Todd J. Radosevich ,4,1달 전,완벽한 베이킹 주방이 있는 이곳은 단순한 위성 상점이 아닙니 다 상품은 매장에서 신선하게 구워집니다 빵의 선택은 한 되어 있지만 모든 즐겨찾기를 사용할 수 있습니다,성심당DCC점,sungsimdang_bakery
 BR H ,5,1달 전,대전의 자랑 빵도 맛있고 빙수도 맛있어요,성심당DCC점,sungsimdang_bakery
 Myunghwan Bae ,5,1달 전,초코 시리즈가 유독 맛나요,성심당DCC점,sungsimdang_bakery
 lovely KY Lee ,5,1달 전,맛없는 빵이 없다,성심당DCC점,sungsimdang_bakery
 양주형 ,5,1달 전,성심당은 어느 지점이든 사랑입니다,성심당DCC점,sungsimdang_bakery
 그링자의캠핑클레스 & 문화캠핑 ,5,1달 전,대전 최고 대한민국 최고의 베이커리,성심당DCC점,sungsimdang_bakery
 Yongjin Kwon ,4,1달 전,빵이 맛있쮸,성심당DCC점,sungsimdang_bakery
 James Yeon ,5,1달 전,좋은 품질의 빵집,성심당DCC점,sungsimdang_bakery
 SuIn Park ,5,1달 전,운영이 매끄럽고 잘 관리하고 있는 느낌의 빵집 유명한 만큼 후회 없는 맛과 가격 빵들이 질리지 않고 계속 먹을 수 있을 것 같은 스타일이 다방의 종류도 다양하고 가격도 합리적인 편일 유명한 튀김 곰보빵도 튀긴 것치고는 느끼하지 않고 고소해서 자꾸 손이 간다 유명한 메뉴의 경우 세트 포장 판매가 잘 되어 있다,성심당DCC점,sungsimdang_bakery
 김숙경 ,5,1달 전,점 주차도 편하고 빵 종류도 많아서 좋아요 물론 본점보다는 작지만 편하게 고를 수 있는 장점이 있어요,성심당DCC점,sungsimdang_bakery
 김석환 ,3,1달 전,빵 진열이 너무 낮아 사람들이 옷으로 다 쓸고 다님,성심당DCC점,sungsimdang_bakery
 김선아 ,4,1달 전,대전에 빵 성지인가도 좋아요,성심당DCC점,sungsimdang_bakery
 kiho jin ,4,1달 전,사람이 엄청 많아 요 완전 빵 맛 집이든 커피는 별로,성심당DCC점,sungsimdang_bakery
 ETA KIM ,5,1달 전,맛있어요,성심당DCC점,sungsimdang_bakery
 오동통통 ,4,1달 전,빵 종류는 적지만 맛있는 빵은 다 있고 바로 옆에 케이크 부티크도 있어서 좋아요,성심당DCC점,sungsimdang_bakery
 SEHWAN HONG ,4,1달 전,곰보빵 성심당,성심당DCC점,sungsimdang_bakery
 최영범 ,5,1달 전,케이크 빵 맛있음,성심당DCC점,sungsimdang_bakery
 박임균 ,5,1달 전,퇴김 곰보빵과 부추 빵이 유명해서 먹었는데 맛있어요 최고야,성심당DCC점,sungsimdang_bakery
 Hyun SaGong ,5,1달 전,대전은 성심당이 쥬,성심당DCC점,sungsimdang_bakery
 띠요오오오오오오오오오옹 ,5,1달 전,대전의 빛빵 맛집,성심당DCC점,sungsimdang_bakery
 조병희 ,4,1달 전,본점에 비해 가짓수가 좀 적은 듯하지만 소 난 품들은 다만 날 수 있음 손님이 많으니 대략 줄 서는 건 기본,성심당DCC점,sungsimdang_bakery
 오원찬 ,5,1달 전,말이 필요 없는 성심당,성심당DCC점,sungsimdang_bakery
 Chris Silhwan Jin ,5,1달 전,성심당은 사랑입니다 맛도 훌륭 가격도 저렴 왜 이런 빵집이 우리 동네엔 없는 걸까요,성심당DCC점,sungsimdang_bakery
 박소연 ,5,1달 전,맛 최고,성심당DCC점,sungsimdang_bakery
 jonghyuk kwon ,4,1달 전,주말에 줄 서서 계산해 이 빵 맛도 좋아요,성심당DCC점,sungsimdang_bakery
 이이슬 ,5,1달 전,성심당 본점은 많이 가봤는데 점은 안 가봐서 가봤어 요 건물이 클 줄 알았지만 작았고 사람들이 엄청 바글바글했어요 간이 좁다 보니 사람들끼리 부딪치기도 하고 빵들을 고르기도 어려웠지만 빵 종류도 이 정도면 괜찮은 것 같아요 본점보다는 개수가 적은 것 같아요 그래도 맛있는 빵은 똑같으니 좋더라고요,성심당DCC점,sungsimdang_bakery
 ᄋᄉᄋ ,4,1달 전,안 그래도 좁은데 사람이 바글바글하니 빵이고를 때 좀 힘들었지만 맛은 있음 그래도 다음부터는 본점 애서 사 먹는 걸로,성심당DCC점,sungsimdang_bakery
 JinYoung Hur ,4,1달 전,본점의 붐비는 곳보다 주차편의도 있는 여기도 좋다,성심당DCC점,sungsimdang_bakery
 이상희 ,5,1달 전,대전하면 성심당이 떠오를 정도로 유명한 곳입니다 맛과 가격 집들의 친절도 모두 만족스러운 곳입니다,성심당DCC점,sungsimdang_bakery
 신현재 ,5,1달 전,좋아유,성심당DCC점,sungsimdang_bakery
 김동우 ,4,1달 전,사람 너무 많네요 그리고 정말 맛있어요,성심당DCC점,sungsimdang_bakery
 Rainy Kim ,5,1달 전,북적북적함을 느낄 수 있는 대전 내 유일한 장소,성심당DCC점,sungsimdang_bakery
 김윤한 ,5,1달 전,시내 안 가도 돼서 좋아요,성심당DCC점,sungsimdang_bakery
 대박사건 ,4,1달 전,사람이 엄청 많아요,성심당DCC점,sungsimdang_bakery
 Jennifer Chang ,5,1달 전,부추 빵과 명란 바게트 진짜 맛있어 요 케이크는 티라미수 강추,성심당DCC점,sungsimdang_bakery
 Heejoon Jin ,5,1달 전,유명한 튀소와 부추 빵 외에 다른 빵들도 모두 맛있고 저렴,성심당DCC점,sungsimdang_bakery
 임우빈 ,5,2달 전,맛있는 빵,성심당DCC점,sungsimdang_bakery
 YunJeong Park ,4,2달 전,성심당 맛은 있는데 사람 터져,성심당DCC점,sungsimdang_bakery
 오영석 ,5,2달 전,브런치 좋아요,성심당DCC점,sungsimdang_bakery
 Gwani ,5,2달 전,성심당 빵은 사랑입니다,성심당DCC점,sungsimdang_bakery
 천의경 ,5,2달 전,대전의 유명한 빵점,성심당DCC점,sungsimdang_bakery
 Yu Diane ,5,2달 전,빵이 맛있고 가격도 합리적이어서 너무 좋아요,성심당DCC점,sungsimdang_bakery
 즐겜유저 스박이친구 ,5,2달 전,김치 참치 주먹빵 찐입니다,성심당DCC점,sungsimdang_bakery
 임진영 ,5,2달 전,사람이 많지만 맛은 있어요 파뚜 같은 체인점이랑 비슷하거나 저렴한 가격대인데 퀄리티는 훨씬 높습니다,성심당DCC점,sungsimdang_bakery
 김혁동 ,4,2달 전,소난 맛 집이라 그런지 아침부터 인파가 북적거립니다,성심당DCC점,sungsimdang_bakery
 아빠호두 ,5,2달 전,주차장이 있어서 좋아 이 빵 종류도 많고 맛있네요,성심당DCC점,sungsimdang_bakery
 김이즈 ,5,2달 전,튀김 곰보빵 존 맛 커피는 프릳츠,성심당DCC점,sungsimdang_bakery
 Dong Young Jung ,5,2달 전,랜드마크급 주차도 시간 무료에 본점보다 손님이 적어 훨씬 낫다,성심당DCC점,sungsimdang_bakery
 이소영 ,1,2달 전,사회적 거리도 기무시 하는 장소,성심당DCC점,sungsimdang_bakery
 namhyun kim ,3,2달 전,좁은데 사람이 많다,성심당DCC점,sungsimdang_bakery
 Passion K. ,1,2달 전,부추 빵 맛없슴,성심당DCC점,sungsimdang_bakery
 박지수 ,5,2달 전,성심당 케이크는 정말 좋아 요 맛나요 하지만 홀케잌의 개수가 엄청 많은 건 아님,성심당DCC점,sungsimdang_bakery
 99마루 ,5,2달 전,빵 맛 굿,성심당DCC점,sungsimdang_bakery
 Jiwan Kang ,4,2달 전,주차가 편해서 좋아요,성심당DCC점,sungsimdang_bakery
 홍예진 ,5,2달 전,성심당답게 전부 맛있음 층에 카페가 있어서 빵을 사서 먹거나 간단한 메뉴를 먹을 수 있음 자가용으로 접근하기 좋은 편,성심당DCC점,sungsimdang_bakery
 Sangryul Lee ,5,2달 전,대전의 명소 맛 또한 좋아요 종류도 많아요,성심당DCC점,sungsimdang_bakery
 코로코로 ,4,2달 전,빵은 맛있는데 너무 좁고 본점서 파는 게 여긴 없네요 비싸지만 맛있어 용,성심당DCC점,sungsimdang_bakery
 병맛레고스톱모션 ,5,2달 전,쪼아 이 빵도 맛있고 구성비 좋아요,성심당DCC점,sungsimdang_bakery
 Mul Mul ,5,2달 전,최애,성심당DCC점,sungsimdang_bakery
 윤화니 ,1,2달 전,순수 롤 생크림이 많이 줄었네 이 빵은 두꺼워지고 영 못 쓰겠네요 초심을 지켜주셔요,성심당DCC점,sungsimdang_bakery
 김sunflower ,5,2달 전,아침부터 사람이 많고 빵의 종류도 다양하고 가격은 유명 빵집에 비해 저렴해요,성심당DCC점,sungsimdang_bakery
 암스 ,4,2달 전,좋지만 빵의 종류가 롯데백화점 지점만큼 많지 않음 주차하기도 힘들고 사람이 너무 많아 복잡함,성심당DCC점,sungsimdang_bakery
 권오선 ,5,2달 전,매장도 크고 좋아요,성심당DCC점,sungsimdang_bakery
 강석진 ,4,2달 전,대전의 명물 튀김 곰보빵은 시 맛있네요,성심당DCC점,sungsimdang_bakery
 리세라 ,5,2달 전,이탈리안 샌드위치 맛나요,성심당DCC점,sungsimdang_bakery
 Kang hee You ,4,2달 전,주차도 편하고 빵도 맛있어요,성심당DCC점,sungsimdang_bakery
 jare Jeong ,4,2달 전,사람 매우 많음 맛있고 성심당이면 됐지 뭐,성심당DCC점,sungsimdang_bakery
 엄태준 ,5,2달 전,구냥 진리,성심당DCC점,sungsimdang_bakery
 에스디TV ,5,2달 전,맛있어요,성심당DCC점,sungsimdang_bakery
 임경택 ,5,2달 전,사람 진짜 많아서,성심당DCC점,sungsimdang_bakery
 Jaechan Lee ,5,2달 전,대전에 살면서 후회하지 않는 빵집이 죠 튀김 곰보빵이랑 튀소 구 마는 진리죠고 로켓도 맛나요 부추 빵은 호불호가 있어 요전 따뜻할 때는 맛난 것 같아요,성심당DCC점,sungsimdang_bakery
 Park Shine ,5,3달 전,빵 정말 맛있어요,성심당DCC점,sungsimdang_bakery
 Joonho Park ,5,3달 전,맛있는 처음 맛본 빵들이 있음,성심당DCC점,sungsimdang_bakery
 샤삐 ,3,3달 전,소난 잔치에 먹을 게 없다 대전엔 맛난 빵집이 너무 많다는 단점,성심당DCC점,sungsimdang_bakery
 류진형 ,3,3달 전,좋은,성심당DCC점,sungsimdang_bakery
 정프로 ,5,3달 전,맛나요,성심당DCC점,sungsimdang_bakery
 이뚜뚜 ,2,3달 전,직들이 상대적으로 불친절함 스마일 교육 좀 시켜 할 것 같네요,성심당DCC점,sungsimdang_bakery
 Mary. Kim ,4,3달 전,복잡스러운 면이 많아서 통행에 매우 불편했습니다 코로나로 인한 방대 차임을 알지만 얼른 코로나로부터 자유로워지기를 바라봅니다 조금만 더 참아야겠지요,성심당DCC점,sungsimdang_bakery
 차민진 ,5,3달 전,설 연휴 부모님 선물 사러 갔는데 줄 서야 하는 수준이 더군요 그 어느 대형 또는 유명 빵집이나 유명 호텔 디저트류보다도 훌륭한 맛입니다 전통의 멋을 잃지 않고 맛을 지키며 이렇게 성장할 수 있다는 점에서 멋진 것 같아요,성심당DCC점,sungsimdang_bakery
 Joongyu Ryu ,5,3달 전,안식처,성심당DCC점,sungsimdang_bakery
 Byeol 00 ,4,3달 전,사람이 정말 많아요 줄도 길어서 매장 밖에까지 줄을 서야 합니다 하지만 빵도 저렴하고 종류가 다양해서 좋아 요 케이크 종류는 옆 건물 부티크에서 판매하고 있으니 참고하시면 좋을 것 같습니다,성심당DCC점,sungsimdang_bakery
 bueongi kiki ,3,3달 전,너무 좁아서 빵이고를 때 서로 부딪혀서 불편해요 확장 좀 했으면 좋겠네요,성심당DCC점,sungsimdang_bakery
 AKIRA CHOI ,4,3달 전,모든 성심당 매장은 항상 많은 인파로 붐빕니다 점도 사람이 많지만 입출 구를 따로 하고 밤 수칙을 잘 준수하는 듯해서 좀 안심이 됩니다 빵들의 회전율이 빨라 신선한 상태로 구입할 수 있고 델리 파트도 잘 준비되어 있습니다,성심당DCC점,sungsimdang_bakery
 홍상호 ,5,3달 전,빵이 살아있네요,성심당DCC점,sungsimdang_bakery
 이광재 ,5,3달 전,항상 가고 싶은 곧 돈이 적어도 맛있는 빵 한가득 특히 찹쌀떡 식빵은 최고,성심당DCC점,sungsimdang_bakery
 Synchro Shokan ,5,3달 전,본점만큼은 아니지만 그래도 케이크 부티크까지 알차게 들어와 있어 줘서 무척 고맙고 좋다 있을 거다 있음 케이크류는 조금 적고 앞사람이 홀랑사가 버리면 그대로 품절이기 때에 미리 예약하는 게 좋을 것 같음,성심당DCC점,sungsimdang_bakery
 june lim ,4,3달 전,매장 간이 작아서 사람 많으면 줄 서야 되고 복잡해요,성심당DCC점,sungsimdang_bakery
 김대호 ,5,3달 전,본점에 비해 품목 수는 적지만 있을 만한 건 다 있습니다 순수 롤이나 보산 메아리 추천합니다,성심당DCC점,sungsimdang_bakery
 성남Carpe Diem ,5,3달 전,대전하면 성심당 말로 해서 무엇하리 파리바게뜨로 통일된 베이커리 업체에서 차별화된 맛,성심당DCC점,sungsimdang_bakery
 Hoikeun Jeong ,4,3달 전,주차 간이 조금 불편할 수 있으니 주의하세요,성심당DCC점,sungsimdang_bakery
 하주연 ,5,3달 전,사람이 많은 거에 비해 매장이 좁아요,성심당DCC점,sungsimdang_bakery
 Blackwolf ,5,3달 전,사람이 너무 많아요,성심당DCC점,sungsimdang_bakery
 나는야 ,5,3달 전,빵 종류도 다양이 격 두 착하고 맛도 짱,성심당DCC점,sungsimdang_bakery
 Jin Hero ,5,3달 전,맛있어요,성심당DCC점,sungsimdang_bakery
 Solid김 ,5,3달 전,대전 최고 빵집,성심당DCC점,sungsimdang_bakery
 피캬추 ,2,3달 전,가계 좁음 코로나 출입자 명부 관리는 하고 있으나 좁은 가게에 사람이 많이 들어와 거리두기 안 됨,성심당DCC점,sungsimdang_bakery
 문경란 ,4,3달 전,빵이 진짜 많음 계산대에서 시간이 많이 걸린,성심당DCC점,sungsimdang_bakery
 Yun Hwangbo ,2,3달 전,가득 차서,성심당DCC점,sungsimdang_bakery
 김명룡 ,4,3달 전,깨끗하고 좋아요,성심당DCC점,sungsimdang_bakery
 my jo ,3,3달 전,좁은데 사람이 많아요 그냥 본점 가셔 융,성심당DCC점,sungsimdang_bakery
 김명한 ,3,3달 전,코로나 시기에 내부가 너무 붐벼서 걱정이네요,성심당DCC점,sungsimdang_bakery
 Wisdom .K ,3,3달 전,주차 편하고 빠르게 계산도 잘했어요,성심당DCC점,sungsimdang_bakery
 김승은 ,5,3달 전,에 성심당 들어와 있어서 유성 살면서도 편하게 사 먹어요 입지도 좋고 위에 성심당 카페에서 브런치 먹어도 너무 분위기 있고 좋아유,성심당DCC점,sungsimdang_bakery
 모노윤Mono_yoon ,5,3달 전,맛있어요 최고,성심당DCC점,sungsimdang_bakery
 Kim Eunyoung ,5,3달 전,집 근처에 성심당이 있어서 너무 좋아요,성심당DCC점,sungsimdang_bakery
 KyungSoo Kim ,4,3달 전,빵은 본점보다 적지만 어느 정도 다 갖추어져 있음,성심당DCC점,sungsimdang_bakery
 Sungryul Kwon ,4,3달 전,맛있는 빵이 생각날 땐 성심당이죠,성심당DCC점,sungsimdang_bakery
 Hk J ,4,3달 전,일반 프랜차이즈보다 엄청 많은 빵 종류 맛도 좋아요 다만 입장과 계산할 때 대기시간이 필요해요,성심당DCC점,sungsimdang_bakery
 박원석 ,5,3달 전,시성 식당답게 사람이 정말 많습니다 거리 두 기하고 있는 상황이 맞나 싶을 정도죠 주변 다른 곳은 사람이 별로 없는데 성심당은 정말 바글바글합니다,성심당DCC점,sungsimdang_bakery
 오징징쭈꾸미 ,4,3달 전,믿고 먹는 성심당 주차가 매우 불편함 불친절,성심당DCC점,sungsimdang_bakery
 Lee JaeYong ,5,3달 전,친절하네요,성심당DCC점,sungsimdang_bakery
 한정환 ,2,3달 전,사람 많음 움직이는 동선,성심당DCC점,sungsimdang_bakery
 Yun-Seok Choi ,4,4달 전,맛나는 빵집,성심당DCC점,sungsimdang_bakery
 정은주 ,4,4달 전,샌드위치 맛있어요,성심당DCC점,sungsimdang_bakery
 오석진 ,5,4달 전,찹쌀도넛과 곰보빵 부추 빵 구입,성심당DCC점,sungsimdang_bakery
 Bin Le ,5,4달 전,돈 생각 안 하면 만 그냥 넘김 피자빵 사서 건너편 편의점 서 맥주 한 캔 땀,성심당DCC점,sungsimdang_bakery
 신상훈 ,5,4달 전,다 좋은데 주차하기 힘듦,성심당DCC점,sungsimdang_bakery
 선애 ,5,4달 전,동선이 참 편하게 돼있습니다,성심당DCC점,sungsimdang_bakery
 Hyun Jong Hong ,5,4달 전,시는 시성 신당은 어디든 나이스네요,성심당DCC점,sungsimdang_bakery
 인한수 ,4,4달 전,좁다 본점보다 작아선 가 빵도 다 갖추지 않은 듯하다 빵 맛이야 뭐,성심당DCC점,sungsimdang_bakery
 박형일 ,3,4달 전,직이 친절하진 않은 것 같아요,성심당DCC점,sungsimdang_bakery
 박정민 ,4,4달 전,빵보다 사람이 많은 곳,성심당DCC점,sungsimdang_bakery
 김동민 ,5,4달 전,맛나,성심당DCC점,sungsimdang_bakery
 심효진 ,5,4달 전,좁지만 온리 빵도 있고 좋아요,성심당DCC점,sungsimdang_bakery
 프로극찬러 ,5,4달 전,대전을 대표하는 빵집,성심당DCC점,sungsimdang_bakery
 YDH대륙상회 ,1,4달 전,좁은 간에 사람이 너무 많고 빵이 오픈되어 있어 무지한 사람들이 손으로 만지작 합니다 빵 위에 먼지가 가득 쌓일 것 같습니다,성심당DCC점,sungsimdang_bakery
 Inho Kim ,5,4달 전,튀김 곰보빵 부추 곰보빵 고구마 곰보빵 삼총사 맛있어요,성심당DCC점,sungsimdang_bakery
 YeonAh Jung ,5,4달 전,성심당이 동네랑 가까워져서 반갑다 빵 맛은 말할 것도 없고,성심당DCC점,sungsimdang_bakery
 이호림 ,5,4달 전,부추 빵과 튀김 곰보빵으로 유명한 성심당 대전의 유일한 랜드마크가 시면 길게 늘어선 계산 줄을 보고 그 명성이 헛되지 않았음을 알 수 있습니다 부추 빵과 튀김 곰보빵 둘 다 따듯할 때 드시는 게 일 맛있고요 멜론 빵도 기가 막히니 꼭 드셔보길 바랍니다 사실 부추 빵과 튀김 곰보빵 보다 다른 빵들이 더 맛있습니다,성심당DCC점,sungsimdang_bakery
 Hwa-Young Jung ,4,4달 전,사람들이 유명해서 먹는 빵빵 맛 집이랑 비슷,성심당DCC점,sungsimdang_bakery
 헌섭이 ,4,4달 전,케이크 파트와 빵 피트가 나누어져 있어서 계산도 따로 해야 하는 점이 약간 불편,성심당DCC점,sungsimdang_bakery
 오승민 ,5,4달 전,대전은 성심당이지,성심당DCC점,sungsimdang_bakery
 박효정 ,4,4달 전,좀 더 넓고 종류가 많았으면,성심당DCC점,sungsimdang_bakery
 염명희 ,4,4달 전,맛있어요,성심당DCC점,sungsimdang_bakery
 심춘식 ,4,4달 전,대전 최고의 빵집,성심당DCC점,sungsimdang_bakery
 Byeonghoon Yoo ,5,4달 전,말 그대로 내가 한국에서 먹은 최고의 빵,성심당DCC점,sungsimdang_bakery
 김정현 ,5,4달 전,회사랑 가까워서 좋고 주차가 편리한 게일 마음에 들어 이 빵 맛은 말할 필요도 없죠단부띠끄에서 하는 케이크 사려면 미리 예약 주해야 된다는 점만 기억하세요,성심당DCC점,sungsimdang_bakery
 성정문 ,4,4달 전,명절 전에는 선물용 구매로 줄이 길게 늘어서서 오래 기다림,성심당DCC점,sungsimdang_bakery
 최일훈 ,5,4달 전,굿,성심당DCC점,sungsimdang_bakery
 Daegeun Lee ,5,4달 전,성심당이 야설명이 필요할까다만 주말에는 사람이 많이 몰릴 수도,성심당DCC점,sungsimdang_bakery
 Heewon Yang ,5,4달 전,가격이 조금 비싸고 먹을 게 많지 않음 대신 브띠끄 케이크는 좋아요,성심당DCC점,sungsimdang_bakery
 Dol Kyoo ,4,4달 전,품은 좋으나 사람 너무 많음,성심당DCC점,sungsimdang_bakery
 Byoung-Seo Kim ,5,4달 전,성심당 본점에 갈 시간 없을 때 유성 인근에서 쉽게 갈 수 있는 곳,성심당DCC점,sungsimdang_bakery
 cis Chun ,4,4달 전,맛있는 빵과 카페 찹쌀떡 식빵은 촉촉하고 쪽쪽 찢어가며 먹기에 최고 순수 롤케이크는 생크림이 신선하고 정말 너무나 맛있다 여름엔 층에서 빙수도 맛있다,성심당DCC점,sungsimdang_bakery
 초랭이 ,5,4달 전,맛있는 빵이 많아요,성심당DCC점,sungsimdang_bakery
 최상덕 ,5,4달 전,유기농 멜빵,성심당DCC점,sungsimdang_bakery
 이기영 ,5,4달 전,주차 편리함 맛있음,성심당DCC점,sungsimdang_bakery
 GJ Je ,5,4달 전,맛있는 빵이 언니 한 가득한 곳입니다,성심당DCC점,sungsimdang_bakery
 차종선 ,5,4달 전,항상 대전에 가면 맛있는 빵 사러 가요,성심당DCC점,sungsimdang_bakery
 트리오소마 ,5,4달 전,밤 시까지 방 가능,성심당DCC점,sungsimdang_bakery
 Seo Young Lee ,3,4달 전,지금 고구마무스 케이크 개밖에 없어 요가도 케이크 못 삼,성심당DCC점,sungsimdang_bakery
 Seok Min Lee ,4,4달 전,좁고 댜 기 줄 상사 있는 듯,성심당DCC점,sungsimdang_bakery
 JJong Park ,3,4달 전,좁고 정신없어요,성심당DCC점,sungsimdang_bakery
 윤설희 ,5,4달 전,케이크 너무 맛있어요,성심당DCC점,sungsimdang_bakery
 Tongnyeol Rhee ,4,4달 전,대전 유명 빵집이 다 주차시간 무료이다,성심당DCC점,sungsimdang_bakery
 이태정 ,3,4달 전,간이 협소해요,성심당DCC점,sungsimdang_bakery
 Byung Hoon Oh ,5,4달 전,성심당은 래 최고,성심당DCC점,sungsimdang_bakery
