name,ratings,date,comment,search,keyword
 유승규 ,5,4달 전,맛있는 튀김 곰보빵 맛보로 다시 한가 보고 싶지만 카톡 선물하기가 가능함 도심지에 위치하여 주차하기가 난감할 것 같지만 곳곳에 주차가 가능하며 성심당에서만 이상 구매 시 시간 주차권도 함,성심당본점,sungsimdang_bakery
 캄선생님 ,5,4달 전,빵이 매우 맛있고 구경하기 바쁜 곳 인 대전 가시면 꼭 가보세요,성심당본점,sungsimdang_bakery
 황선혜 ,5,4달 전,맛있고 좋은데 사람이 너무 많아요,성심당본점,sungsimdang_bakery
 정임비 ,5,4달 전,튀김 곰보빵 가 정말 맛있어요,성심당본점,sungsimdang_bakery
 K Review ,4,4달 전,가격도 착한 편이고 요대 전 명물이라 불릴 만하네요 대전 갈 때마다 들릴 듯,성심당본점,sungsimdang_bakery
 박석주 ,5,4달 전,맛있어 여,성심당본점,sungsimdang_bakery
 MH J ,5,4달 전,다양한 종류의 빵 맛도 좋고 재료도 가득 거기다 합리적인 가격,성심당본점,sungsimdang_bakery
 정혜원 크리스티나 ,5,4달 전,빵 천국이에요 가격도 착하고 정말 갖가지 빵들이 집에 오자마자 사온 빵 먹었는데 맛도 좋네요 요즘 트렌드에 맞춰 나온 신상 빵들도 맛있네요,성심당본점,sungsimdang_bakery
 필 ,4,4달 전,사람 너무 많다,성심당본점,sungsimdang_bakery
 이종광 ,4,4달 전,본점의 빵 맛은 좋으나 코로나로 인한 거리두기는 스스로 하시길 북적거립니다,성심당본점,sungsimdang_bakery
 사피엔스 ,5,4달 전,빵 맛이 굿,성심당본점,sungsimdang_bakery
 이원재 ,4,4달 전,사람 엄청 많음 주차 간 많고 빵 엄청 많음,성심당본점,sungsimdang_bakery
 김정민 ,1,4달 전,사람에 비해 장소가 협소함,성심당본점,sungsimdang_bakery
 한짱구 ,5,4달 전,항상 기성 비갑,성심당본점,sungsimdang_bakery
 슈아코기 ,5,4달 전,맛있다,성심당본점,sungsimdang_bakery
 구자현 ,3,4달 전,질서 및 서비스로 개선 요망 일반과 점과 동일합니다,성심당본점,sungsimdang_bakery
 이민호 ,5,4달 전,맛있는 빵집,성심당본점,sungsimdang_bakery
 hokuym kim ,5,4달 전,단백한 맛 여느 빵집과는 다름 내 취향임,성심당본점,sungsimdang_bakery
 수황수 ,5,4달 전,보기에도 맛있어 보이는 다양한 빵 골라 담는 재미 처음 보는 비주얼과 맛,성심당본점,sungsimdang_bakery
 이수 ,5,4달 전,매우 맛있는 빵,성심당본점,sungsimdang_bakery
 K. S. Lee ,4,4달 전,뭐 워낙 유명한 곳이라 사람들이 너무 많아 정신없음,성심당본점,sungsimdang_bakery
 내일부터금주 ,5,4달 전,사람이 매우 많은 명소임에도 많은 직을 배치하여 계산과 같은 서비스의 지연이 거의 없으며 실내가 쾌적함 유 일하게 아쉬운 점은 자차 이용 시 주차가 있음,성심당본점,sungsimdang_bakery
 wc 3 ,5,4달 전,대전에 오면 꼭 들려 요 맛있게 먹고 왔답니다,성심당본점,sungsimdang_bakery
 김무현 ,5,4달 전,대전의 대표 빵집으로 매우 다양한 빵을 저렴한 가격에 즐길 수 있습니다 빵의 퀄리티 또한 종류를 가리지 않고 뛰어나기 때에 인기가 좋아 여자 주방하고 있습니다,성심당본점,sungsimdang_bakery
 Chaewon Seo ,5,4달 전,사람 짱 많아요,성심당본점,sungsimdang_bakery
 윤슬기 ,5,4달 전,레스토랑도 좋고 빵도 맛있고 테라스 키친도 맛있어요,성심당본점,sungsimdang_bakery
 이상근쭈갑 ,4,4달 전,좋아요 굿굿,성심당본점,sungsimdang_bakery
 WONCHUU ,5,4달 전,빵도 맛있고 종류도 많고 먹어보고 싶은 빵이 아직도 많네요,성심당본점,sungsimdang_bakery
 이승헌 ,5,4달 전,빵이 너무 맛있어요,성심당본점,sungsimdang_bakery
 이상화 ,5,4달 전,대전의 명소 죠 오랜만에 들렀더니 아주 맛있어 보이는 샌드위치 종류가 많아졌네 용 건강빵 종류도 많아요 가장 좋은 것 맛 대비 가격이 착하고 내용물은 실하다는 거 예용,성심당본점,sungsimdang_bakery
 현용운 ,5,4달 전,빵의 질이 다르더라고요 대전의 명물이라 대전에 오시면 한방 추천드려요,성심당본점,sungsimdang_bakery
 Deok Ki Min ,5,4달 전,곰보빵보다 빵이 더 맘에 드네요,성심당본점,sungsimdang_bakery
 dadada님 ,5,4달 전,사람들 많은 것 빼고 좋아요,성심당본점,sungsimdang_bakery
 Donghwa_The King of Heaven ,5,4달 전,대전의 거의 유일한 맛집 온갖 빵이 기본 이상은 된다,성심당본점,sungsimdang_bakery
 신형록 ,4,5달 전,대전에 유명한 빵집입니다,성심당본점,sungsimdang_bakery
 이승행 ,5,5달 전,좋습니다,성심당본점,sungsimdang_bakery
 높은바다소나무 ,4,5달 전,맛있어 보이는 빵이 정말 많아 뭘 골라야 할지 모르겠어요,성심당본점,sungsimdang_bakery
 콩벼리Kongstar ,4,5달 전,사람이 언니 많은 곳바게트 샌드위치 좋아함,성심당본점,sungsimdang_bakery
 박선화 ,5,5달 전,괜히 유명한 게 아님 빵 맛있어 요명 란 바게트 강추,성심당본점,sungsimdang_bakery
 HariLami ,5,5달 전,곰보빵 말고 다른 빵들도 맛있음,성심당본점,sungsimdang_bakery
 박희준 ,4,5달 전,시 전국적으로 유명한 집이라 이름값하네요 고로 게 맛 나네요 주변에 갈 일 있으면 다시 가서 이것저것 사 먹을 생각입니다,성심당본점,sungsimdang_bakery
 Skull-Leader ,5,5달 전,빵에서 만들고 진열하고 포장하는 사람의 온기가 느껴지는 다 자연이 주는 재료 본연의 맛과 그 넉넉함을 볼 수 있다 먹는 사람 한 명 한 명을 위한 한 기업의 가치가 빵 한 조각한 조각마다 들어있다,성심당본점,sungsimdang_bakery
 오세훈 ,5,5달 전,굿,성심당본점,sungsimdang_bakery
 Misuk CHOI ,4,5달 전,부추 야채빵을 좋아합니다 그 겉에 빵이 맛있습니다,성심당본점,sungsimdang_bakery
 김기수 ,5,5달 전,대전의 명물,성심당본점,sungsimdang_bakery
 김지희 ,5,5달 전,빵 종류도 많고 직접 소세 지도 굽고 계시고 시각 미각 다 좋았어요,성심당본점,sungsimdang_bakery
 양준호 ,4,5달 전,대전 왔으면 가볼만 곳이 저 빵도 맛나요 튀김 곰보빵은 하루 지나니 맛이 조금 떨리지 네오 그날 드시는 게 젤 맛나요,성심당본점,sungsimdang_bakery
 Yongmin Kim ,4,5달 전,대전하면 떠오르는 세 글자 성심당,성심당본점,sungsimdang_bakery
 김김영성 ,5,5달 전,성심당 빵 마니아는 대전 튀김 곰보빵 일품,성심당본점,sungsimdang_bakery
 Say me ,1,5달 전,전화를 왜 이렇게 싹수없게 받으세요,성심당본점,sungsimdang_bakery
 박지우 ,5,5달 전,거기에는 맛있는 빵이 많이 있습니다 거기의 분위기는 빵 냄새 가득하고 좋습니다 맛이 아주 맛있고 위치는 대전 광시 중구 는 행동대 종로 길이 다가 생각하는 가장 맛있는 빵은 튀김 곰보빵입니다,성심당본점,sungsimdang_bakery
 재스기 ,5,5달 전,맛있어 용,성심당본점,sungsimdang_bakery
 JG Kim ,4,5달 전,성심당은 두말할 필요 없죠,성심당본점,sungsimdang_bakery
 커피할인 ,5,5달 전,성심당 주차장이 있으니 당황 안 해도 됨 성심당 앞에 주차장 표지판 있음,성심당본점,sungsimdang_bakery
 이자영 ,5,5달 전,월요일 오전에 갔는데 빵 정말 맛있어요 종류 많아요 믿고 먹는 성심당 대전에 있어서 너무 좋습니다,성심당본점,sungsimdang_bakery
 Hailey Shim ,5,5달 전,개 맛있음 여기 찹쌀떡도 맛있었는데 이에 없어서 아쉬웠어요 주기적으로 찾아갑니다 우유 생크림 빵 암튼 그게 젤 맛있음,성심당본점,sungsimdang_bakery
 박희원 ,4,5달 전,맛남,성심당본점,sungsimdang_bakery
 홍유나 ,4,5달 전,맛있고 값도 괜찮아 요시오빵 튀김 소 보루 괜찮았고 크림빵은 비추,성심당본점,sungsimdang_bakery
 김영렬 ,4,5달 전,좋은 재료와 막 구워낸 빵들이 그냥 지나치기 힘들게 합니다 담다 보면 가격이 조금 부담이 되어 별 넷,성심당본점,sungsimdang_bakery
 JUJU YU ,4,5달 전,맛있고 저렴하네요 좋습니다 다양한 빵들이 신선하게 나와 있어 향기에 기분이 좋아집니다,성심당본점,sungsimdang_bakery
 Harry Park ,5,5달 전,회전율이 높으니 빵도 신선하고 맛도 좋음 무엇보다 지사회에 선행을 잘 실천하고 있는 대전을 대표하는 향토기업,성심당본점,sungsimdang_bakery
 한경호 ,4,5달 전,빵이 맛있어서 자주 먹게 되더라고요,성심당본점,sungsimdang_bakery
 이강수 ,5,5달 전,대전의 대표 어쩌면 대한민국 대표의 빵집이라 해도 과언이 아닐 것이 다 튀김도 보루 부추 빵 강력 추천,성심당본점,sungsimdang_bakery
 Jun Yong Lee ,3,5달 전,명성은 대단하지만 특별히 만족감을 주지는 못한다는 느낌 처음인 사람이 가보고 싶다고 해서 방,성심당본점,sungsimdang_bakery
 심심한곰돌이 ,5,5달 전,시튀소,성심당본점,sungsimdang_bakery
 sang yong kwak ,4,5달 전,다양하고 맛난 빵이 많아요,성심당본점,sungsimdang_bakery
 주석일 ,5,5달 전,빵 맛 집,성심당본점,sungsimdang_bakery
 Hyoeun kwon ,5,5달 전,즐거운 곳,성심당본점,sungsimdang_bakery
 조규완 ,5,5달 전,말해 뭐 해,성심당본점,sungsimdang_bakery
 노병석 ,1,5달 전,맛있는 집,성심당본점,sungsimdang_bakery
 자연 ,4,5달 전,좋네요,성심당본점,sungsimdang_bakery
 YC S ,5,5달 전,갈 때마다 새로운 빵이 생겨서 또 가고 싶은 곳,성심당본점,sungsimdang_bakery
 체육슨상님 ,5,5달 전,다양한 빵이 많습니다 매 새로운 빵이 나와 망할 때마다 다양하게 먹을 수 있습니다,성심당본점,sungsimdang_bakery
 박원석 ,4,5달 전,다 아는 빵집,성심당본점,sungsimdang_bakery
 TAEJUN Lee ,5,5달 전,한국의 심장 최고의 베이커리 중 하나입니다시 그니 청 베이커리가 있습니다 여기를 방해야 합니다,성심당본점,sungsimdang_bakery
 정은주 ,5,5달 전,돈가스 오므라이스 너무 맛있어요,성심당본점,sungsimdang_bakery
 바이블 스터디예원감리교회 ,5,5달 전,태건의 빵 맛 최고 그들은 때때로 궁핍한 사람들을 지합니다 참으로 아주 좋은 회사,성심당본점,sungsimdang_bakery
 대마돌이 ,5,5달 전,빵집 추천,성심당본점,sungsimdang_bakery
 오용근 ,5,5달 전,맛있는데 가격이 사악합니다,성심당본점,sungsimdang_bakery
 Dan Wiberg ,5,5달 전,사과파이,성심당본점,sungsimdang_bakery
 BREAD ,5,5달 전,빵이 정말 맛있어 요 저는 성심당 빵이 좋아 대전 가요 튀소가 유명하지만 다른 빵들도 정말 맛있어 요 저는 특히 크림빵 추천드리고 요명 란 바게트도 맛있어요 그 외 크루아 상식 빵 등 다 맛 좋네요 앞으로도 계속 방 예정이고 요 품질 대비가 성비도 최고라고 생각합니다 앞으로도 좋은 빵 부탁드려 요 완전 화가에 위치하다 보니 주차가 좀 어렵긴 한데 바로 옆에 번 기계식 주차장 있고요 계산하실 때 주차권 요청하시면 시간 무료입니다,성심당본점,sungsimdang_bakery
 천승훈 ,3,5달 전,빵의 종류가 다양합니다,성심당본점,sungsimdang_bakery
 시로히게! ,3,5달 전,사람 존 나 많네,성심당본점,sungsimdang_bakery
 박상기 ,5,5달 전,대전의 명소 타지에 없는 것이 아쉬움 다양한 종류의 빵 착해 보이는 가격 맛있음,성심당본점,sungsimdang_bakery
 김대승 ,5,5달 전,신선한 빵 무료 주차 위치 확인하고 이동 필수,성심당본점,sungsimdang_bakery
 신기철 ,5,5달 전,밀가루를 최상급으로 쓰는 것 같고 빵과 절을 보여줄 수 있는 자신감이 놀라웠다 위생적이고 맛도 굳,성심당본점,sungsimdang_bakery
 함현진 ,4,5달 전,빵 맛 남,성심당본점,sungsimdang_bakery
 김병주 ,5,5달 전,맛있기는 맛있음,성심당본점,sungsimdang_bakery
 1Min Traveling ,5,5달 전,진짜 이 정도 퀄리티에 이 가격짱이 다 단연 대전의 랜드마크 성심당 없는 대전은 팥 없는 찐빵,성심당본점,sungsimdang_bakery
 ks shin ,5,5달 전,바삭 소 보루 대박 엄청난 인파에 이 빵 맛있어요,성심당본점,sungsimdang_bakery
 민정혜 ,5,5달 전,사람이 많았지만 빵 저렴하고 맛있어요,성심당본점,sungsimdang_bakery
 최영숙 ,5,5달 전,다른 곳보다 확실히 맛이 있었습니다,성심당본점,sungsimdang_bakery
 흐린가을하늘 ,5,5달 전,어릴 때부터 다니던 곳이라 추억이고 플 때마다 가요,성심당본점,sungsimdang_bakery
 장수진 ,5,5달 전,말해 뭐 해 최고,성심당본점,sungsimdang_bakery
 김영근 ,1,5달 전,한글로 된 안내판이 없어 매장 찾기가 매우 힘들었어요 파주는 한글과 영이같이 있어 매장 찾기가 편했는데 시흥은 좀 불편하네요,성심당본점,sungsimdang_bakery
 SY Kang ,4,5달 전,좋은,성심당본점,sungsimdang_bakery
 가을주노 ,5,5달 전,맛있고 아침 일찍 열어 좋아요,성심당본점,sungsimdang_bakery
 wonseok ryu ,3,5달 전,맛은 유명해서 안 가볼 수 없기에 다양하고 신선한 건 인정,성심당본점,sungsimdang_bakery
 김동백 ,4,5달 전,맛있는 베이커리 본점 케이크와 떡집 곳이 모여 있어 요만 이상이면 시간 무료 주차권을 줍니다,성심당본점,sungsimdang_bakery
 Young Kim ,5,5달 전,빵진짜 많은데 하나같이 다 맛있어 보여 요실로도 맛있어요 물론 너무 많아서 다 먹어보진 못했어요 이에 새로 나온 초코 곰보빵 괜찮아요 너무 부담스러운 느낌이었는데 생각보다 밸런스를 잘 잡았어요 다음엔 명란 바게트 먹어보고 싶어요,성심당본점,sungsimdang_bakery
 한상우 ,5,5달 전,대전 갈 때마다 꼭 들려요 튀긴 곰보빵 외에 첫눈 보산 메아리고 꼭 사야 해요,성심당본점,sungsimdang_bakery
 휘바 ,5,6달 전,빵 종류 엄청 많고 튀김 곰보빵 정말 맛있어요,성심당본점,sungsimdang_bakery
 김점기 ,4,6달 전,좋은,성심당본점,sungsimdang_bakery
 인생홀로 ,5,6달 전,사람 많네요,성심당본점,sungsimdang_bakery
 이승열 ,5,6달 전,말이 필요 없는 곳 덧붙일 말도 없는 곳 잘 먹겠습니다,성심당본점,sungsimdang_bakery
 ES tmo ,5,6달 전,사람이 너무 바글바글 명란 바게트 진짜 맛있음,성심당본점,sungsimdang_bakery
 조창우 ,4,6달 전,맛있는 빵 사러 갔다 왔습니다,성심당본점,sungsimdang_bakery
 me sun hong ,5,6달 전,다양한 종류의 케이크 맛도 최고,성심당본점,sungsimdang_bakery
 GilDong Hong ,5,6달 전,타 지방 사람들이 대전 가면 모두 여길 가므로 사람이 터짐 빵은 맛있음,성심당본점,sungsimdang_bakery
 jm j ,3,6달 전,빵 맛이야 좋습니다 그런데 식당 음식 맛은 그냥 놀이 음식 수준이랄까요 아니면 학생 분식 수준이랄까요 다음에는 빵만 사 가려고요 멀리서 오는 사람들은 식당도 이용할 것 같은데 블로그에서 읽은 거랑은 많이 차이나 보이네요 일단 맛이 너무 평범해요,성심당본점,sungsimdang_bakery
 뚜향 ,5,6달 전,항상 은행 동강면 한 보따리씩 사고 올 수밖에 없는 고맙습니다,성심당본점,sungsimdang_bakery
 Andrew DH Lee ,5,6달 전,대전에 오시면 이곳을 방,성심당본점,sungsimdang_bakery
 오웰조지 ,4,6달 전,다 좋은데 빵에 파리 앉는 것 보고 깜짝 놀람 그래서 포장돼 있는 순수 롤만 사서 왔는데 너무 맛있어서 극 추천,성심당본점,sungsimdang_bakery
 윤택용 ,5,6달 전,대전하면 성심당 요즘엔 프랜차이즈 빵집들이 가격이 많이 올라 상대적으로 저렴하네요 튀김 곰보빵 외에도 종류가 다양하고 시식도 많이 할 수 있어요,성심당본점,sungsimdang_bakery
 Kevin Lee ,5,6달 전,멀리서 굳이 찾아갈 필요가 있었던 곳,성심당본점,sungsimdang_bakery
 멍게소문 ,5,6달 전,빵 안 좋아하는데 유명하다고 해서 가 본 빵 좋아하는 사람 한테 천국일 듯,성심당본점,sungsimdang_bakery
 Jisung Kim ,5,6달 전,괜찮음,성심당본점,sungsimdang_bakery
 임찬우 ,5,6달 전,대전의 명물답다 빵 퀄리티 좋아요 튀김 곰보빵 말고도 먹을 거 많고 맛있어요,성심당본점,sungsimdang_bakery
 세계유랑자 ,5,6달 전,빵 맛있어요,성심당본점,sungsimdang_bakery
 DEL 7335 ,5,6달 전,다양한 종류의 빵들이 있어서 좋았습니다,성심당본점,sungsimdang_bakery
 아수라 ,4,6달 전,대전 올 때마다 성심당 출석 체크할 거에 요 이 매력을 너무 늦게 알아버리다니 명란 바게트도 정말 독특하네요,성심당본점,sungsimdang_bakery
 이애경 ,4,6달 전,주차도 가능하고 빵 종류도 많아요,성심당본점,sungsimdang_bakery
 스킨 ,4,6달 전,빵집,성심당본점,sungsimdang_bakery
 정운하 ,5,6달 전,대단합니다 시 대전의 명소이고 대전의 맛입니다 케이크 부티크도 테라스 키친도 차이 다른 베이커리의 세계로 여행을 주사 이에이나 다녀왔네 요 맛도 분위기도 짱입니다 손님들도 아주 좋아하네요,성심당본점,sungsimdang_bakery
 이수영 ,5,6달 전,나의 도시나의 성심당 튀김 곰보빵 탄 생년,성심당본점,sungsimdang_bakery
 Ichiban Kimchee ,5,6달 전,명성에 비해 실망스럽길 바랐는데 크 흑 분하다,성심당본점,sungsimdang_bakery
 이미영 ,4,6달 전,소대로 맛난 빵들이 즐비합니다 다만 시그니처 티소는 한 개다 먹기는 너무 기름지다는 거 오히려 부추 빵이 더 맛났어요,성심당본점,sungsimdang_bakery
 안지환 ,5,6달 전,맛있네 없네 해도 대전의 명물임 난 튀김도 보루 좋아함 다른 건 모름 비싸서 안 먹음,성심당본점,sungsimdang_bakery
 박동수 ,5,6달 전,가 좋아하는 빵집입니다,성심당본점,sungsimdang_bakery
 배신! ,5,6달 전,대전 그 자체,성심당본점,sungsimdang_bakery
 지니지니 ,5,6달 전,가격도 저렴하고 맛도 있어요,성심당본점,sungsimdang_bakery
 rain ,4,6달 전,대전에서 일 유명하죠,성심당본점,sungsimdang_bakery
 김인찬 ,5,6달 전,튀김 빵이 맛 나는데 식으니 껍데기가 약간 질 김 그러나 속은 부드럽고 달콤,성심당본점,sungsimdang_bakery
 이종국 ,4,6달 전,맞힌 절도 방수칙 준수,성심당본점,sungsimdang_bakery
 Y.C Woo ,5,6달 전,언니 그렇듯이 그것은 매우 붐비는 곳이며 이르면 거기에 가지 않는 것이 좋지만 대전 마을에 있다면 적어도 한방 할 가치가 있는 훌륭한 샌드위치와 베이커리 품을 만듭니다,성심당본점,sungsimdang_bakery
 Gam Kang ,4,6달 전,후 식빵 종류는 버터랑 설탕이 덜 들어간 느낌 이미 식사빵이 괜찮다,성심당본점,sungsimdang_bakery
 김성태 ,5,6달 전,평범한 규모이지만 대전에서 꽤 요명세을 전국적인 관을 사랑하는 분들이라면 다 아는 곳이기도 하지요 아련한 옛 향취가 묻어나는 예전 것을 살려 대재 연한 장소도 마련돼 있답니다,성심당본점,sungsimdang_bakery
 김경훈 ,5,6달 전,대전의 명소입니다 튀소도 맛있지만 보산 메아리 대전 블루스 강력 추천합니다,성심당본점,sungsimdang_bakery
 하데스킬러 ,4,6달 전,빵 맛은 맛있지만 비싸요,성심당본점,sungsimdang_bakery
 _슘_ ,5,6달 전,줄지어서 발열 체크 코드 찍고 들어가니 좋습니다,성심당본점,sungsimdang_bakery
 스카이 ,5,6달 전,층씩 당이 진짜 구성비 맛 둘 다 최고,성심당본점,sungsimdang_bakery
 또성일 TV DDO sungil TV ,5,6달 전,빵의 천국 눈 돌아갑니다,성심당본점,sungsimdang_bakery
 dy P ,5,6달 전,빵도 맛있고 종류도 많아서 좋아요,성심당본점,sungsimdang_bakery
 쉐리버킨 ,5,6달 전,사람들이 굉장히 붐비네요 튀김도 보루가 유명하다는 데 단 것 안 좋아하는 분한 텐비 추합니 다 너무 달아서 먹기 힘드네요 그러나 달지 않고 맛있는 빵들도 많습니다 저도 몇 가지 사봤는데 스테이크 빵이랑 통도 세지 핫도그가 맛있었습니다 저처럼 초등학생 입맛인 분에게 추천드리는 빵입니다,성심당본점,sungsimdang_bakery
 백상훈 ,4,6달 전,사람이 너무 많음 빵은 맛은 있음,성심당본점,sungsimdang_bakery
 오나라 ,5,1일 전,이쁜 케이크가 정말 많아요 사람도 너무 많아요,성심당케잌부띠끄본점,sungsimdang_bakery
 이기남 ,4,3일 전,한가 보세요 맛있습니다,성심당케잌부띠끄본점,sungsimdang_bakery
 나나 ,5,6일 전,롤케이크 존 맛탕,성심당케잌부띠끄본점,sungsimdang_bakery
 양종훈 ,5,1주 전,늘 대전의 최고,성심당케잌부띠끄본점,sungsimdang_bakery
 Ansgarius SongDam ,5,1주 전,정성스럽고 깔끔해요,성심당케잌부띠끄본점,sungsimdang_bakery
 김현희 ,5,1주 전,눈이 즐거운 먹거리가 아주 많아요 보기만 해도 입에 침이 고이고 먹고 나면 아쉬워지는 디저트 천국이에요 조금 아쉬운 점은 고퀄이긴 하지만 가격이 좀 부담스러워 요 포장도 꼼꼼하게 잘해주고 주차권도 받을 수 있어서 좋아요,성심당케잌부띠끄본점,sungsimdang_bakery
 Seongsu Choi ,4,2주 전,사람이 너무 많다 주변에 주차시설이 열악하다 도로변 주차로 도로 마비 우리들이랑 현대 주차장을 이용하시길 주차권 받아서 무료로 이용 가능합니다,성심당케잌부띠끄본점,sungsimdang_bakery
 sweetki stiki ,2,2주 전,선계산 후 대기해서 빵 받아 가야 함,성심당케잌부띠끄본점,sungsimdang_bakery
 young Chul Choi ,5,3주 전,성심당은 어마어마한 곳이 다방이 막 먹고 싶어진다,성심당케잌부띠끄본점,sungsimdang_bakery
 YEWON KIM ,5,4주 전,넘나 싯씀,성심당케잌부띠끄본점,sungsimdang_bakery
 박벗꽃마음 ,4,4주 전,아주 예쁘고 맛있는 케이크가 많은데 가격은 좀 부담스러워 요새로운 케이크를 먹으려고 가고 있지만 저는 베스트 상품인 순수 롤이 맛있어요,성심당케잌부띠끄본점,sungsimdang_bakery
 [21_HF258]박덕기 ,5,4주 전,대전의 대표 케잌부띠 크,성심당케잌부띠끄본점,sungsimdang_bakery
 이제니 ,3,1달 전,사람이 너무 많아 이 빵은 비싸고 계산 줄 길어서 정신도 없고 좁고 거리두기 안 되고 안내하는 사람도 없고 다신 안 갑니다,성심당케잌부띠끄본점,sungsimdang_bakery
 박의찬 ,5,1달 전,맛있었어요,성심당케잌부띠끄본점,sungsimdang_bakery
 김진호 ,5,1달 전,롤케이크가 쥰내마싯음,성심당케잌부띠끄본점,sungsimdang_bakery
 JU YOUNG KIM ,5,1달 전,비싸지만 맛있다 보기에도 예쁘다 코로나에도 불구하고 사람이 너무 많다,성심당케잌부띠끄본점,sungsimdang_bakery
 Joonwon Kang ,5,1달 전,대전 특산품,성심당케잌부띠끄본점,sungsimdang_bakery
 은숙권 ,4,1달 전,맛있다,성심당케잌부띠끄본점,sungsimdang_bakery
 신자현 ,5,1달 전,성심당 너무 좋아,성심당케잌부띠끄본점,sungsimdang_bakery
 jaeho jung ,5,1달 전,디저트 류케잌 류 종류가 다양했으며 가격이 합리적이라 생각됨 다만 매장 내 취식도 병행하는 방향으로도 생각했으면 하는 아쉬움이 있음,성심당케잌부띠끄본점,sungsimdang_bakery
 김우규 ,5,1달 전,언니 맛 좋은 케이크,성심당케잌부띠끄본점,sungsimdang_bakery
 마요 ,5,1달 전,굳맛존,성심당케잌부띠끄본점,sungsimdang_bakery
 Susan Song ,5,2달 전,꼭 들러서 한 보따리사와 야함,성심당케잌부띠끄본점,sungsimdang_bakery
 섭섭지원군 ,5,2달 전,맛난 거 엄청 많아요 그리고 손님들도 많아요,성심당케잌부띠끄본점,sungsimdang_bakery
 정지석 ,5,2달 전,자주 갑니다 케이크 맛은 최고인 듯,성심당케잌부띠끄본점,sungsimdang_bakery
 안녕하세요 ,5,2달 전,타르트 맛있어요,성심당케잌부띠끄본점,sungsimdang_bakery
 김정길 ,4,2달 전,말이 필요 없는 성심당,성심당케잌부띠끄본점,sungsimdang_bakery
 Fatema Azmee ,5,2달 전,다양하고 너무 맛있어요,성심당케잌부띠끄본점,sungsimdang_bakery
 정치경제현상 ,5,2달 전,다양한 케이크 타르트 등을 고르고 줄 서서 계산하면 진동벨을 주시고 포장해 주십니다 사람이 많아서 포장도 좀 오래 걸리긴 합니다 큰 케이크는 뒤에서 만들어서 주십니다,성심당케잌부띠끄본점,sungsimdang_bakery
 정형석 ,4,2달 전,다양한 빵이 있습니다 생크림 케이크가 괜찮습니다,성심당케잌부띠끄본점,sungsimdang_bakery
 저녀니 ,5,2달 전,케이크 맛집 생일 때마다 이 여기서 사 먹으려고요 존 맛 텅 케이크는 만이 상대한 전지 무료 배송인 것 같더라고요,성심당케잌부띠끄본점,sungsimdang_bakery
 Ding Gold ,5,2달 전,맛있어요,성심당케잌부띠끄본점,sungsimdang_bakery
 SooJung Byun ,5,3달 전,가격만 착하면 완벽한 곳,성심당케잌부띠끄본점,sungsimdang_bakery
 Ja Wong ,5,3달 전,서울 유명 빵집 김영모나 나폴레옹보다 가격은 싸고 질은 비슷하거나 더 높음,성심당케잌부띠끄본점,sungsimdang_bakery
 tch코리아 ,4,3달 전,풍부하고 다채로운 메뉴,성심당케잌부띠끄본점,sungsimdang_bakery
 Dave park ,5,3달 전,시대 전엔 명물 성심당이네요,성심당케잌부띠끄본점,sungsimdang_bakery
 쮸잉 ,5,3달 전,사람 짓이 이짜 많고 맛있어요,성심당케잌부띠끄본점,sungsimdang_bakery
 이승환 ,5,3달 전,매장은 깔끔하고 케이크도 이쁘고 맛납니다,성심당케잌부띠끄본점,sungsimdang_bakery
 뇌절 ,4,3달 전,치즈케이크랑 순수 롤 맛있었음,성심당케잌부띠끄본점,sungsimdang_bakery
 KE Park ,5,3달 전,케이크 선물하기 좋음 치즈 스콘 요 게트롤 케이크가 맛있습니다,성심당케잌부띠끄본점,sungsimdang_bakery
 sm H ,5,3달 전,맛있는 빵,성심당케잌부띠끄본점,sungsimdang_bakery
 seung hee lee ,4,3달 전,대전에서 태어나고 자랐지만 이렇게 아기자기 다양한 쁘띠 케이크가 많은 건 처음 봤네요 가격대가 약간 있지만 크게 비싸지 않고 엄청 다양하고 예쁜 미니케이크들이 많이 있습니다,성심당케잌부띠끄본점,sungsimdang_bakery
 injung kwak ,5,3달 전,케이크는 비교 불가 딸기 케이크는 겨울엔 맛있는데 다른 계절에는 별로였어요 대전 지은 배달도 돼요,성심당케잌부띠끄본점,sungsimdang_bakery
 K. S. Lee ,4,3달 전,타지에서 대전으로 지인들 올 때 별 고민 없이 같이 가는 곳 많은 예쁘고 다양한 케이크 들로 분명 중상 이상의 반응 가능 가격 좀 있고 항상 사람들이 많아 실내에서 자리 잡고 먹기는 힘듦,성심당케잌부띠끄본점,sungsimdang_bakery
 HW Jeon ,5,3달 전,맛있는 케이크,성심당케잌부띠끄본점,sungsimdang_bakery
 허송 ,5,4달 전,좋아요,성심당케잌부띠끄본점,sungsimdang_bakery
 내머리속지우개 ,3,4달 전,성심당 유명한 건 알지만 코로나 로케 이카 구매하는 데 줄인지 대기 줄이지 구분도 안 가고 따닥따닥 복잡해요,성심당케잌부띠끄본점,sungsimdang_bakery
 김김김 ,5,4달 전,존 매트,성심당케잌부띠끄본점,sungsimdang_bakery
 박상섭 ,4,4달 전,주말이라 가족 연인들 손님들이 많고 요 빵들을 몇 봉씩 많이 사 가요,성심당케잌부띠끄본점,sungsimdang_bakery
